example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
0,Annotator 1,123,x,x,x,"RT @@FikreJesus Recruitment &amp; use of children, tantamount 2 using children as #humanshield, is not only cowardice, it's considered a crime against humanity. Ditto 4 use of pregnant women. But 4 @WHO|s @DrTedros,it is considered as "pride". #Tigray|s future @ risk under the genocidal #TPLF clique https://t.co/oNAKRUqAIs",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@bad2sentence mf you gay 💀",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @torsalar: Rock hard! 🍆😈 #gay #dutchgay #homo #gaydutch #gayboy #gayholland #gaynl https://t.co/CCzyzuU7OS",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@datcapitano like, just say "boo!" and poof!",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @📢NEXT BIG LONDON SHOW @thervt CURATED BY ME‼️ Fri 09 Sep, feat: Mary the Beard presents a mini-lesbo-art-talk⭐️ Audrey Heartburn and new songs⭐️  A new JUDI DENCH communion experience⭐️ Anarchy, #Comedy, Mayhem AND #Poetry! Tickets here + in link⬇️ https://t.co/10desI16nx",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@LadyTeapots @NinaLuna1126 @Ouelletl4 @StuporManIsHere @daninflorida77 @dchinn2005 @thebakingnanna1 @marybethxx6 @Rob_C_Allen @JerseyGirl1196 You guys are so sweet. Thank you for cheering me up today. I needed a little lift and poof! You appeared!",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"1/2 OK this film my guilty pleasure but if I become Prime Minister,it WILL be getting a viewing WARNING for inaccuracies told. 1.The Dumpster 2.Homosexual front of store loving it up https://t.co/zGG8x4n3gQ bank account-no youve got country mixed up+Brits call them offshore bank",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @sissyslitty: You need to feel it inside your sissy pussy. Spread your legs.. 🖤 https://t.co/kuTzkyZ3Cw",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @chamaquense: @doginacafe ho ho homosexual embracement",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @alex_schwul_gay: Very stimulating group foot sex game before the big mutual fucking👣👅👅👣😋🐖🔥 https://t.co/98jEizN5a2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @finksinthezone: "Who bring pride to the local industry..."  CONGRATULATIONS, MAHALIMA! One of Preview's Most Influential Artists!  We'r…",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Anyone interested ?  #gay #nudes #gaynudes #nude #dick https://t.co/amaKyvJ23p",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,""Shut up fag boy"",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Don't worry about letting her breathe, just get your dick off  #fucktoy #cockslut #cumslut #blowjob #deepthroat #facefuck #ballsdeep #drooling #sloppybj #throatfuck #throatbulge #distention #cocksucker #humanfleshlight #cocksleeve #hugedick #BWC #GoodGirl #horny #nsfwtwt https://t.co/rk2BHr6ptv",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Keep those confounded crinkle-less critters away from your palace of poof with Potty Monster Away Spray today! Do you have creatures hiding crinkles &amp; whispering porcelain prophesies to your little one? Get 'em gone &amp; keep your kiddo crinkling!  Shop Now: https://t.co/aAdKF6ievV https://t.co/Soj75WQTLV",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @alex_schwul_gay: He enjoys his master's feet very much and looks forward to the hot fuck afterwards😈🥵🦶🍑🍆🤤 https://t.co/MJmfmXGIkq",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@shredded_lesbo True thanks",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Hi, my name is Anna and I am the owner of Rose &amp; Quartz! My crystal shop is my biggest passion &amp; I would love so very much for you to check it out! I pride myself in fast shipping and high-quality crystals! There’s many beauties available! https://t.co/YKjo4TVmPN comes with gift! https://t.co/zGZrOCqJbZ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@er0hwynnuh @222corn OH HELL NAH I AINT LETTING YOU DO NONE OF THAT I AINT NO HOMO.  YB Better 💚",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Relapse hours  😝👏  You know you can resist 🤤😈 Lurking does not get you noticed   Findom finsub paypig sissy cuck beta whalesub cashslave https://t.co/pIxO3ihzKF",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@Homo_leb hot hairy body",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@_Arguis Poof",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Happy birthday to BTS's "Golden Maknae" and ARMY's purple light, Jungkook! 🎂 You are always our pride and joy.💜  #OurPurpleLightJK #WithJKNightAndDay #MyPrideAndJoyJK #GoldenStarJKDAY #JungkookDay #HAPPYJKDAY #생축_정국이생일_이올시다 https://t.co/9BVEKcVYBM",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @I want to form a group of UK sissy/CD creators. With the ultimate goal of us having people we can all regularly work with and I want to host a big play party at my dungeon everyone can film and make content! So please share this and let's make it happen. Leave a comment or msg me https://t.co/ShAv3yRkir",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @New popper training video ready for you boys 😉  So grab your poppers and get ready to fry those fag brains for Daddy 🐷  https://t.co/NJQfFJhgMV https://t.co/JC0egNcskE",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @I met the talentuous cocksucker @TonySilverX, it was so good. RT if you think I should meet him again to breed his ass! Complete video on : https://t.co/UxRx28J8Gp https://t.co/iIwx2PQTxe",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@zurimommi11 @DijonaiVictoria Naw I'm good. It just bothers me that a basketball players sexuality is the response to a fan giving a player their props. Who gives a 🤬 if she's gay. 95% of the W is gay. Just speaking for "Fans of the game of basketball" not those pervs she's addressing.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@butch_snufkin memmeee!!",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Quiet parking lots are best places for car cruising. I met with HUNG and VOCAL @DoctorDP16 and drained his big juicy dick empty  👉 https://t.co/6wHh1Mzw2i 👉 https://t.co/yAwwHGY36c  #gaycruising #cruising #cruisingpublic #gayexhib #teamexhib #publicbj  #banheirão #cocksucker https://t.co/db4I25GCy5",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @RT Sissy 😍🤤  #sissy #sissycaption #exhibitionist #mistress #findom #sissyhypno #femdom #blackmail #humiliation #bbc #bbcslut #slut #blacked #femboy #bnwo #fem #kink #wankchat https://t.co/j44lCvnTvh",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @One more absolutly bangning viveo of this summer!  😈BLOODRAYNE COCKSUCKER SECRET MISSION😈  https://t.co/qu3tPYGg6t https://t.co/1GNYgNbKgL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Y’all seen a cute girl tweet she likes a boy showing knees and now you out here dressin like a fag lol",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Inkune11: Poof https://t.co/l2V62CdKfb",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"One day flat chested, next poof😉",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @ClinicSissyss: Retweet sissy ♻️ 💦 👯‍♀️ 🎀 👙 🌸 https://t.co/BeEThJygkj",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"MG Chapter 15 is out! Pul passes his placement test with flying colours and meets Prince Iseulbi...or so he thinks. #romance #asian #fantasy #martialarts #bl #mature #smut #writers #tapas #adventure #mythology #demons #shadow #hiddenidentity #genderbender #fate #maze #520 https://t.co/VXDPefqkC2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Why must I be gay in the time of bum busted broke and disgusting 🤮 ? Where are the real DL dudes that was a MAN when he woke up not some thirty hungry bitch. 😒😫",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"looking very #lesbo idk https://t.co/llGDpMGtMI",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @hi! my phone went poof like a week ago and the reparation costs almost as much as the phone itself :(( so if anyone has a coin to spare that they don't mind tossing my way, it would be very helpful and i would really appreciate it🥺",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Sissy_Trainers: Bad Bunny! - Roman Todd, Alexa Scout Follow @BiGoddess3 https://t.co/uaZlU2ch2m",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @addie_j01: Was jamming to Hayley Kiyoko then poof!— fem bkdk 💁‍♀️💥🥦 #bkdk #ktdk #bakudeku https://t.co/Bf4gIeLaqC",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Ceron Bros Landscaping &amp; Tree Trimming is your Full Service Landscaper for the Santa Clarita and San Fernando Valleys. Beautiful landscaping is what you need and we're your team. We'll keep your yard, trees and shrubs looking beautiful year round.  https://t.co/Fs3OBcu2zL https://t.co/TP2SLiXqDJ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"You’re such a weak little slut  findom brat relapse goon addict simp sissy exposure blackmail whalesub paypig https://t.co/mEZ03uakbh",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @A small group of lesbians critical of trans ideology at the #DykeMarchHamburg in Germany on Friday were accosted &amp; harassed by attendees &amp; a tall transvestite. Like in the US, German lesbian events welcome male-bodied people who say they are lesbian women. https://t.co/d5bf06DciV",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@FabusolaG @PeterObi Onye HOMO don drop quote!!! BASTARD",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Saying, "I'm sorry," is a great way to have the last word in an argument. Value your relationship more than you do your opinion and your pride.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@Ryman67 @LazyLionsNFT Welcome to the Pride, King! 👑 Great to have you with us 🦁 https://t.co/NdR57eM4kF",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @nk jadi gay ke Lesbo ke pengkid ke trans woman ke nobody care &amp; i respect that is your choice but kalau you perempuan dan pakai kain ihram khas untuk lelaki di tanah haram this is toooo much! i know i’m not a good Muslim too but i know the limits &amp; u bangga share all the videos",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @TwiztidDesires: “The new age sissy 😌” https://t.co/q2P9eONZWC",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @It's open @SissyloverXL @Annabe1Stiletto @nobhead666 @loveshemale111 @XXXPipPromos @CosplayTrap1 @pic_poster @trans_hearts @MySissyKiss @TSGoddexxx @ObergLiv @AlenaTgirl0 @TsHunter007 @Sissy_Trainers @Highheelsissy2 @TsQueen_Diana @clarkyviperboy @hellyeahhansen1 @Loveporngirlz18 https://t.co/qsvtHaJCcU",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @SluttyBoyTV: Im a little cum dumpster 🥺💕🔥  #femboyfriday #sissy #cumdump #bdsm https://t.co/iuMNTE8HN5",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Afemdom_Academy: Retweet if you wish to be the perfect sissy 👧 👙💅👗💄💋👠💕🎀 https://t.co/zjNXK57gPI",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@MysticScenery @AyatoPriv_ IM NOT GAYYY   I'm just homosexual 🙄",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@donna_bellav @KeaneOut @keaneAIart So the "fag end tail" means? 👀",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Welcome to the Neighborhood Cast - Cytherea, Wolf Hudson, Michael Jackman  RT &amp; Follow 💓 @TS_PlayAround @quinn_jupiter @BiGoddess3 @TsPornstarsXXX @TsQueen_Diana @Sissy_Trainers @cosmic_horizon https://t.co/kaUwFAaoMF",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@PNW_Shawn @AndrewYang Transsexual and homosexual doesn't equal pedophile or groomer. How do you come to that conclusion other than fear, ignorance and fox news?",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,""Kawaii Flareon powers activate" Poof her furr gets more fluffy. #Bot",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"its very funny that France attempted an antismoking campaign with the message "what are you some kinda cocksucker?"",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"#FUNNYTWEETS #MEMEOFTHEDAY When fufa ji is given the last seat in a family gathering https://t.co/VyGO3RdUa6",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @IanDunt: Like a smoker desperately trying to find fag ends down the back of the sofa.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@poof_eth New for me at least hehe",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @19yo from anon profile needed a quick head while parents were out. Why would I refuse an invite like this?  #gaybj #gayvideo #gaysex #gayxxx #cocksucker #cumslut #sloppyhead #deepthroat https://t.co/pfJFd8Gq09",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Dear evangelicals: As you believe in heaven and hell, isn't it more likely that the Devil sent Trump than God?  I mean think of the seven cardinal sins: pride, greed, wrath, envy, lust, gluttony and sloth. Doesn't Trump embody all of these?  Just spitballing here. I'm a Buddhist.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"nah, but light murdering ppl by making them write out his sick love notes to l under the guise of suicide notes for no reason other than playing with l is peak crazy and gay behavior https://t.co/lWdzLVNAVC",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Most cases i.e. 73% of those affected are known to be London homosexual residents. Sadiq Khan, the Mayor of London, has called for urgent action to prevent the spread of infection further!....What exactly does he suggest, er, free condoms or amputation? https://t.co/1U71cf8Ge7",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @octokuro_model: 🥵BLOODRAYNE COCKSUCKER SECRET MISSION🥵  https://t.co/qu3tPYGg6t https://t.co/dolmvlx2PE",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"&lt;-- DRUNK HOMOSEXUAL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@ClarkRealities @Seyeumi @polypuff ye wtf, I didnt know seyFlower and seyHey got the poly poof patch too, how mia am I from discord O_O",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"#genderbender #erotica https://t.co/hSvMKq4Te1 Can Dean, now transformed into the beautiful Deanna stomach the "One Gallon Challenge?" and win her manhood back?  📣 @eBookLingo 📚 https://t.co/4WHf25rMgp https://t.co/3KYbT37NuK",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @. The doctrine that says once you are saved you are given the power to be obedient to the demands of God's law is straight out of the pit of Hell. Because the result of that unbiblical doctrine is either pride..or despair. And religious phoniness.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Nadine Dorries is your semi-retarded auntie who gets all her info from daytime TV, Take-a-break, starts on the sherry at 11am every day and gets dumber and dumber until she collapses in a cloud of fag ash at 11pm.  If you voted for this monstrosity, you should be in jail.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Wish I was sucking this lad again… any hung lads up for a suck #cocksucker #cock #gay #straightlads #curious #bilads #makemesuck https://t.co/n0N0cCG4JL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@FoxNews again with the view? Even Gutfled says repeatedly Sunny is stupid. Why then do you put dumb people on a network which actually appears to have integrity? Stop with the clips from the view. If you stop giving "The View" what they need to survive the "The View" will poof!",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @I’m sitting in the ICU because my kid just tried to end her life for the 3rd time in 2 years. Ask me if I care about banning books and pride flags. Ask me if I care about litter boxes that don’t exist at school. I just want my kid to survive long enough to graduate. That’s all.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @On your knees now!!!! 😈 #hung #bwc #bi #9inch #top #headmaster #cocksucker #dom #gagondick #SloppyThroat #throatgoat https://t.co/cmjOq3PQaF",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Needing some kisses  #nsfw #nsfwtwt #trans #hombretrans #transmasc #transboy #femboy #ftm #nsfwftm #ftmargentina #ftmlatino #gay #gayftm #hot #nude #nudes #cafecitoapp #cuntboy #bonusholeboy #boypussy #hairy #tummy #tummytuesday https://t.co/gCiaLeUlUj",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Obviously, I need to keep myself ready for more real cocks!! #bareback #gaysex #sissy #tranny #slut #breedme #creampie #crossdresser #cuminsideme #dontpullout #fillmewithcum #nocondom #bb #bbc #bwc #analsex #bathhouse #rawislaw #blowjob #iswallow",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Clit ratings, sissy training, weekly tasks, customized tasks to push you deeper, personal humiliation and always open DMs for a casual chat with your Queen! I know you're addicted to this page, time for the next step: https://t.co/pjzfSmNVpF  First 10 subs get THE BIGGEST % OFF💅🏻 https://t.co/qDnHTXry9P",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Here's the sequence I was talking about! The Mandalorian TG Sequence  https://t.co/0BKLYd2API  #tgtf #tgtransformation #genderbender #genderbend #Tg",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@brook_the_mommy They just kinda went poof and became big boys outta nowhere... Or at least thats what it feels like 😭",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @alex_schwul_gay: Beautiful foot foreplay to set the mood👣👅🤤 https://t.co/w0w1UVm0sM",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @sasyk_: “everyone in sandman is gay” well, it’s neil GAIMAN, not neil STRAIGHTMAN",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@ChrizzGearhead @FetischC @RT_4Promo @Brun0Parent @rt_feet @rt_slave_ma @RT4MasterDE @rt_fag @rtpigfindom @RMasters22 @FindomAllianz good drain",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Ravieel1: Poof TF supremacy",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @shuiffy: happy pride month to these two!!! #原神 #GenshinImpact #Dehya #Dunyarzad https://t.co/QBUlqLCqlU",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Date Of Retirement Cannot Be Changed At The Fag End Of Employee's Service That Too Without Notice: Telangana High Court @jagriti_sanghi https://t.co/uEk5JWiduq",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @ITS DONE!! call me “Samantha Sissy Slut”!! Omg, i finish so wet! 🙊  I will share A LOT of exclusive content of mu tattoo in mu onlyfans! U cannot miss this! 😉 https://t.co/VSSyUGQ5Cf",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @missjane_school: Perfect way to train a sissy🎀🎀🎀🎀 https://t.co/osnWWemJKq",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@YourBeghum You &amp; My sister❤️ (shes lesbo too)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Izzat. It’s Old Rei, the language spoken by Scholars before the Martials invaded and forced everyone to speak Serran. Izzat means many things. Strength, honor, pride. But in the past century, it’s come to mean something specific: freedom.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @I’m sitting in the ICU because my kid just tried to end her life for the 3rd time in 2 years. Ask me if I care about banning books and pride flags. Ask me if I care about litter boxes that don’t exist at school. I just want my kid to survive long enough to graduate. That’s all.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@wendyshaygh It’s okay a man has broken your heart, at least you’re not a lesbo. But I thought you said you needed an old man who would give you property?…….what’s up?. How could you let an old man do that to you?",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@MattyH63929896 @SaraGonzalesTX you're just another faggot to these people dumbass",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@6c697374_fag @greg_price11 Our standards may be below trouble, but we're about to make it double, To protect the world from devastation! To unite all peoples within our nation! To denounce the evils of truth and love! To extend our reach to the stars above! Jesse, James  - Dem Rocket",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @I’m exactly like that fag. It hurts but when the top wants to cum again or tells me to take it, it seals in my head what I’m there or what my pussy is for. So I take it like he wanted me to https://t.co/S4kGJjujzt",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"choose ur sports homosexual https://t.co/pcmtNCINXO",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"My body will ruin you.     Findom paypig sissy Rt footworship scat pegging https://t.co/sWeYyzqG64",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @you have to financially support the master today fag atm slaves dm waiting @promoslave @baraprinciple69 @DomLeatherBull @MasterCoskun https://t.co/QXio3EW9m0",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @blepofthewind: FORTNITE. NOW. https://t.co/A5T4jymMMd",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@ThadeaTheWitch 😊🦇🎃🖤Thank you Sissy, my wrestling hero @TheSamiCallihan inspires me to never give up. https://t.co/tcxVvV5uGz",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Atl Pride is Burnt out nobody do that shit nomo 🤮😹",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@Pez1865 @skapunkintl @fiveironfrenzy Dude, not only can we be Christians and question authority, we often should! FIF has a great list of songs that stick it to the Man.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @A Wisconsin MAGA school board voted to ban BLM &amp; Pride flags from classrooms. They still haven’t banned Confederate Flags or ‘Let’s Go Brandon’ flags. If you aren’t a  white/straight kid, MAGA will persecute you and take away your First Amendment Right to freely express yourself.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @nothing is more emasculating and humiliating and HOT than watching your husband being owned by a real man right in front of you.  watching your sweet-natured, kind and loving husband turned into a hungry fag. #GayCuckold #GayCuck https://t.co/jgzTMm0uJw",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @Who’s the king now, @Reyallenking? 🤴 Hung daddy @teninchtopx bangs his royal hotness. 🥵 #gay #bareback #anal #fucking #sex https://t.co/JHoRBPTFAD",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @unholyhomo: The duality of a fag https://t.co/M7N5jUvmH4",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"@shawnesjplife I remember when Motions came out and it was the *it* product to have for your fresh from the salon wrap! Growing up, I used Luster's Pink Oil, Doo Gro (still oil my scalp w/it), African Pride, Blue Magic, Isoplus, Super Gro, &amp; TCB.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"Evo Tweeps:  What is the best ~2-3 hour documentary (whether a series or single video) depicting the main events across human evolution (pancestor —&gt; Homo sapiens)?   Please RT",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Annotator 1,123,x,x,x,"RT @raindelayed: Anywho, Castle Rock Pride could use your donations. And volunteers. :)  https://t.co/2KjnDuhjAL",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
